transaction_id,source_account_id,destination_account_id,amount,timestamp,transaction_type,is_suspicious,scenario_id
BANK-TXN-00000026,ACCOUNT-000782,ACCOUNT-000783,45000,2026-08-22T23:00:00Z,UPI,True,GEOGRAPHICALLY_UNUSUAL-0006
BANK-TXN-00000027,ACCOUNT-000783,ACCOUNT-000784,16300,2026-08-22T23:03:00Z,IMPS,True,GEOGRAPHICALLY_UNUSUAL-0006
BANK-TXN-00000028,ACCOUNT-000784,ACCOUNT-000785,40200,2026-08-22T23:06:00Z,IMPS,True,GEOGRAPHICALLY_UNUSUAL-0006
BANK-TXN-00000029,ACCOUNT-000785,ACCOUNT-000786,27700,2026-08-22T23:09:00Z,UPI,True,GEOGRAPHICALLY_UNUSUAL-0006
BANK-TXN-00000030,ACCOUNT-000786,ACCOUNT-000787,2600,2026-08-22T23:12:00Z,UPI,True,GEOGRAPHICALLY_UNUSUAL-0006
BANK-TXN-00000031,ACCOUNT-000788,ACCOUNT-000789,32100,2026-08-21T23:00:00Z,NEFT,True,STRUCTURED_LAYERING-0007
BANK-TXN-00000032,ACCOUNT-000789,ACCOUNT-000790,34300,2026-08-21T23:03:00Z,UPI,True,STRUCTURED_LAYERING-0007
BANK-TXN-00000033,ACCOUNT-000790,ACCOUNT-000791,60200,2026-08-21T23:06:00Z,IMPS,True,STRUCTURED_LAYERING-0007
BANK-TXN-00000034,ACCOUNT-000791,ACCOUNT-000792,59200,2026-08-21T23:09:00Z,IMPS,True,STRUCTURED_LAYERING-0007
BANK-TXN-00000035,ACCOUNT-000792,ACCOUNT-000793,51300,2026-08-21T23:12:00Z,RTGS,True,STRUCTURED_LAYERING-0007
BANK-TXN-00000036,ACCOUNT-CMP-000001,ACCOUNT-000795,74500,2026-08-20T23:00:00Z,IMPS,True,MULE_ACCOUNT-0008
BANK-TXN-00000037,ACCOUNT-000795,ACCOUNT-000796,75900,2026-08-20T23:03:00Z,NEFT,True,MULE_ACCOUNT-0008
BANK-TXN-00000038,ACCOUNT-000796,ACCOUNT-000797,185600,2026-08-20T23:06:00Z,UPI,True,MULE_ACCOUNT-0008
BANK-TXN-00000039,ACCOUNT-000797,ACCOUNT-000798,23700,2026-08-20T23:09:00Z,IMPS,True,MULE_ACCOUNT-0008
BANK-TXN-00000040,ACCOUNT-000798,ACCOUNT-000799,700,2026-08-20T23:12:00Z,IMPS,True,MULE_ACCOUNT-0008
BANK-TXN-00000041,ACCOUNT-000800,ACCOUNT-000801,220500,2026-08-19T23:00:00Z,IMPS,True,MULTI_HOP_FUND_FLOW-0009
BANK-TXN-00000042,ACCOUNT-000801,ACCOUNT-000802,7200,2026-08-19T23:03:00Z,RTGS,True,MULTI_HOP_FUND_FLOW-0009
BANK-TXN-00000043,ACCOUNT-000802,ACCOUNT-000803,27600,2026-08-19T23:06:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0009
BANK-TXN-00000044,ACCOUNT-000803,ACCOUNT-000804,800,2026-08-19T23:09:00Z,NEFT,True,MULTI_HOP_FUND_FLOW-0009
BANK-TXN-00000045,ACCOUNT-000804,ACCOUNT-000805,129000,2026-08-19T23:12:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0009
BANK-TXN-00000046,ACCOUNT-000807,ACCOUNT-000806,27400,2026-08-18T23:00:00Z,UPI,True,MANY_TO_ONE-0010
BANK-TXN-00000047,ACCOUNT-000808,ACCOUNT-000806,2000,2026-08-18T23:02:00Z,UPI,True,MANY_TO_ONE-0010
BANK-TXN-00000048,ACCOUNT-000809,ACCOUNT-000806,12700,2026-08-18T23:04:00Z,IMPS,True,MANY_TO_ONE-0010
BANK-TXN-00000049,ACCOUNT-000810,ACCOUNT-000806,58900,2026-08-18T23:06:00Z,IMPS,True,MANY_TO_ONE-0010
BANK-TXN-00000050,ACCOUNT-000811,ACCOUNT-000806,30900,2026-08-18T23:08:00Z,IMPS,True,MANY_TO_ONE-0010
BANK-TXN-00000051,ACCOUNT-000812,ACCOUNT-000813,4800,2026-08-17T23:00:00Z,IMPS,True,ONE_TO_MANY-0011
BANK-TXN-00000052,ACCOUNT-000812,ACCOUNT-000814,25100,2026-08-17T23:03:00Z,IMPS,True,ONE_TO_MANY-0011
BANK-TXN-00000053,ACCOUNT-000812,ACCOUNT-000815,55200,2026-08-17T23:06:00Z,IMPS,True,ONE_TO_MANY-0011
BANK-TXN-00000054,ACCOUNT-000812,ACCOUNT-000816,7900,2026-08-17T23:09:00Z,UPI,True,ONE_TO_MANY-0011
BANK-TXN-00000055,ACCOUNT-000812,ACCOUNT-000817,69800,2026-08-17T23:12:00Z,IMPS,True,ONE_TO_MANY-0011
BANK-TXN-00000056,ACCOUNT-000818,ACCOUNT-000819,13600,2026-08-16T23:00:00Z,UPI,True,RAPID_TRANSFER-0012
BANK-TXN-00000057,ACCOUNT-000819,ACCOUNT-000820,40200,2026-08-16T23:03:00Z,UPI,True,RAPID_TRANSFER-0012
BANK-TXN-00000058,ACCOUNT-000820,ACCOUNT-000821,35800,2026-08-16T23:06:00Z,UPI,True,RAPID_TRANSFER-0012
BANK-TXN-00000059,ACCOUNT-000821,ACCOUNT-000822,210000,2026-08-16T23:09:00Z,IMPS,True,RAPID_TRANSFER-0012
BANK-TXN-00000060,ACCOUNT-000822,ACCOUNT-000823,135400,2026-08-16T23:12:00Z,IMPS,True,RAPID_TRANSFER-0012
BANK-TXN-00000061,ACCOUNT-000824,ACCOUNT-000825,43100,2026-08-15T23:00:00Z,NEFT,True,GEOGRAPHICALLY_UNUSUAL-0013
BANK-TXN-00000062,ACCOUNT-000825,ACCOUNT-000826,29200,2026-08-15T23:03:00Z,UPI,True,GEOGRAPHICALLY_UNUSUAL-0013
BANK-TXN-00000063,ACCOUNT-000826,ACCOUNT-000827,4900,2026-08-15T23:06:00Z,UPI,True,GEOGRAPHICALLY_UNUSUAL-0013
BANK-TXN-00000064,ACCOUNT-000827,ACCOUNT-000828,1800,2026-08-15T23:09:00Z,UPI,True,GEOGRAPHICALLY_UNUSUAL-0013
BANK-TXN-00000065,ACCOUNT-000828,ACCOUNT-000829,14300,2026-08-15T23:12:00Z,IMPS,True,GEOGRAPHICALLY_UNUSUAL-0013
BANK-TXN-00000066,ACCOUNT-000830,ACCOUNT-000831,12200,2026-08-14T23:00:00Z,UPI,True,STRUCTURED_LAYERING-0014
BANK-TXN-00000067,ACCOUNT-000831,ACCOUNT-000832,5000,2026-08-14T23:03:00Z,NEFT,True,STRUCTURED_LAYERING-0014
BANK-TXN-00000068,ACCOUNT-000832,ACCOUNT-000833,9700,2026-08-14T23:06:00Z,IMPS,True,STRUCTURED_LAYERING-0014
BANK-TXN-00000069,ACCOUNT-000833,ACCOUNT-000834,20900,2026-08-14T23:09:00Z,UPI,True,STRUCTURED_LAYERING-0014
BANK-TXN-00000070,ACCOUNT-000834,ACCOUNT-000835,10000,2026-08-14T23:12:00Z,UPI,True,STRUCTURED_LAYERING-0014
BANK-TXN-00000071,ACCOUNT-CMP-000001,ACCOUNT-000837,5900,2026-08-13T23:00:00Z,IMPS,True,MULE_ACCOUNT-0015
BANK-TXN-00000072,ACCOUNT-000837,ACCOUNT-000838,9800,2026-08-13T23:03:00Z,NEFT,True,MULE_ACCOUNT-0015
BANK-TXN-00000073,ACCOUNT-000838,ACCOUNT-000839,37500,2026-08-13T23:06:00Z,UPI,True,MULE_ACCOUNT-0015
BANK-TXN-00000074,ACCOUNT-000839,ACCOUNT-000840,155000,2026-08-13T23:09:00Z,IMPS,True,MULE_ACCOUNT-0015
BANK-TXN-00000075,ACCOUNT-000840,ACCOUNT-000841,36500,2026-08-13T23:12:00Z,UPI,True,MULE_ACCOUNT-0015
BANK-TXN-00000076,ACCOUNT-000842,ACCOUNT-000843,7700,2026-08-12T23:00:00Z,NEFT,True,MULTI_HOP_FUND_FLOW-0016
BANK-TXN-00000077,ACCOUNT-000843,ACCOUNT-000844,31800,2026-08-12T23:03:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0016
BANK-TXN-00000078,ACCOUNT-000844,ACCOUNT-000845,18600,2026-08-12T23:06:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0016
BANK-TXN-00000079,ACCOUNT-000845,ACCOUNT-000846,8600,2026-08-12T23:09:00Z,NEFT,True,MULTI_HOP_FUND_FLOW-0016
BANK-TXN-00000080,ACCOUNT-000846,ACCOUNT-000847,11200,2026-08-12T23:12:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0016
BANK-TXN-00000081,ACCOUNT-000849,ACCOUNT-000848,25000,2026-08-11T23:00:00Z,RTGS,True,MANY_TO_ONE-0017
BANK-TXN-00000082,ACCOUNT-000850,ACCOUNT-000848,161800,2026-08-11T23:02:00Z,UPI,True,MANY_TO_ONE-0017
BANK-TXN-00000083,ACCOUNT-000851,ACCOUNT-000848,12100,2026-08-11T23:04:00Z,UPI,True,MANY_TO_ONE-0017
BANK-TXN-00000084,ACCOUNT-000852,ACCOUNT-000848,41000,2026-08-11T23:06:00Z,UPI,True,MANY_TO_ONE-0017
BANK-TXN-00000085,ACCOUNT-000853,ACCOUNT-000848,118600,2026-08-11T23:08:00Z,IMPS,True,MANY_TO_ONE-0017
BANK-TXN-00000086,ACCOUNT-000854,ACCOUNT-000855,84800,2026-08-10T23:00:00Z,UPI,True,ONE_TO_MANY-0018
BANK-TXN-00000087,ACCOUNT-000854,ACCOUNT-000856,42700,2026-08-10T23:03:00Z,UPI,True,ONE_TO_MANY-0018
BANK-TXN-00000088,ACCOUNT-000854,ACCOUNT-000857,120900,2026-08-10T23:06:00Z,UPI,True,ONE_TO_MANY-0018
BANK-TXN-00000089,ACCOUNT-000854,ACCOUNT-000858,9100,2026-08-10T23:09:00Z,RTGS,True,ONE_TO_MANY-0018
BANK-TXN-00000090,ACCOUNT-000854,ACCOUNT-000859,83200,2026-08-10T23:12:00Z,UPI,True,ONE_TO_MANY-0018
BANK-TXN-00000091,ACCOUNT-000860,ACCOUNT-000861,8500,2026-08-09T23:00:00Z,IMPS,True,RAPID_TRANSFER-0019
BANK-TXN-00000092,ACCOUNT-000861,ACCOUNT-000862,224400,2026-08-09T23:03:00Z,UPI,True,RAPID_TRANSFER-0019
BANK-TXN-00000093,ACCOUNT-000862,ACCOUNT-000863,105400,2026-08-09T23:06:00Z,NEFT,True,RAPID_TRANSFER-0019
BANK-TXN-00000094,ACCOUNT-000863,ACCOUNT-000864,161700,2026-08-09T23:09:00Z,UPI,True,RAPID_TRANSFER-0019
BANK-TXN-00000095,ACCOUNT-000864,ACCOUNT-000865,76000,2026-08-09T23:12:00Z,UPI,True,RAPID_TRANSFER-0019
BANK-TXN-00000096,ACCOUNT-000866,ACCOUNT-000867,71500,2026-08-08T23:00:00Z,UPI,True,GEOGRAPHICALLY_UNUSUAL-0020
BANK-TXN-00000097,ACCOUNT-000867,ACCOUNT-000868,135300,2026-08-08T23:03:00Z,IMPS,True,GEOGRAPHICALLY_UNUSUAL-0020
BANK-TXN-00000098,ACCOUNT-000868,ACCOUNT-000869,200,2026-08-08T23:06:00Z,IMPS,True,GEOGRAPHICALLY_UNUSUAL-0020
BANK-TXN-00000099,ACCOUNT-000869,ACCOUNT-000870,1700,2026-08-08T23:09:00Z,UPI,True,GEOGRAPHICALLY_UNUSUAL-0020
BANK-TXN-00000100,ACCOUNT-000870,ACCOUNT-000871,2600,2026-08-08T23:12:00Z,UPI,True,GEOGRAPHICALLY_UNUSUAL-0020
BANK-TXN-00000101,ACCOUNT-000872,ACCOUNT-000873,21100,2026-08-07T23:00:00Z,IMPS,True,STRUCTURED_LAYERING-0021
BANK-TXN-00000102,ACCOUNT-000873,ACCOUNT-000874,5300,2026-08-07T23:03:00Z,UPI,True,STRUCTURED_LAYERING-0021
BANK-TXN-00000103,ACCOUNT-000874,ACCOUNT-000875,27900,2026-08-07T23:06:00Z,UPI,True,STRUCTURED_LAYERING-0021
BANK-TXN-00000104,ACCOUNT-000875,ACCOUNT-000876,52800,2026-08-07T23:09:00Z,UPI,True,STRUCTURED_LAYERING-0021
BANK-TXN-00000105,ACCOUNT-000876,ACCOUNT-000877,234700,2026-08-07T23:12:00Z,IMPS,True,STRUCTURED_LAYERING-0021
BANK-TXN-00000106,ACCOUNT-CMP-000001,ACCOUNT-000879,24700,2026-08-06T23:00:00Z,IMPS,True,MULE_ACCOUNT-0022
BANK-TXN-00000107,ACCOUNT-000879,ACCOUNT-000880,36600,2026-08-06T23:03:00Z,UPI,True,MULE_ACCOUNT-0022
BANK-TXN-00000108,ACCOUNT-000880,ACCOUNT-000881,3200,2026-08-06T23:06:00Z,NEFT,True,MULE_ACCOUNT-0022
BANK-TXN-00000109,ACCOUNT-000881,ACCOUNT-000882,7300,2026-08-06T23:09:00Z,UPI,True,MULE_ACCOUNT-0022
BANK-TXN-00000110,ACCOUNT-000882,ACCOUNT-000883,3700,2026-08-06T23:12:00Z,IMPS,True,MULE_ACCOUNT-0022
BANK-TXN-00000111,ACCOUNT-000884,ACCOUNT-000885,3700,2026-08-05T23:00:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0023
BANK-TXN-00000112,ACCOUNT-000885,ACCOUNT-000886,84400,2026-08-05T23:03:00Z,NEFT,True,MULTI_HOP_FUND_FLOW-0023
BANK-TXN-00000113,ACCOUNT-000886,ACCOUNT-000887,6400,2026-08-05T23:06:00Z,NEFT,True,MULTI_HOP_FUND_FLOW-0023
BANK-TXN-00000114,ACCOUNT-000887,ACCOUNT-000888,2600,2026-08-05T23:09:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0023
BANK-TXN-00000115,ACCOUNT-000888,ACCOUNT-000889,47100,2026-08-05T23:12:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0023
BANK-TXN-00000116,ACCOUNT-000891,ACCOUNT-000890,15100,2026-08-04T23:00:00Z,UPI,True,MANY_TO_ONE-0024
BANK-TXN-00000117,ACCOUNT-000892,ACCOUNT-000890,34400,2026-08-04T23:02:00Z,IMPS,True,MANY_TO_ONE-0024
BANK-TXN-00000118,ACCOUNT-000893,ACCOUNT-000890,5000,2026-08-04T23:04:00Z,NEFT,True,MANY_TO_ONE-0024
BANK-TXN-00000119,ACCOUNT-000894,ACCOUNT-000890,242000,2026-08-04T23:06:00Z,NEFT,True,MANY_TO_ONE-0024
BANK-TXN-00000120,ACCOUNT-000895,ACCOUNT-000890,248900,2026-08-04T23:08:00Z,UPI,True,MANY_TO_ONE-0024
BANK-TXN-00000121,ACCOUNT-000896,ACCOUNT-000897,157300,2026-08-03T23:00:00Z,UPI,True,ONE_TO_MANY-0025
BANK-TXN-00000122,ACCOUNT-000896,ACCOUNT-000898,176200,2026-08-03T23:03:00Z,UPI,True,ONE_TO_MANY-0025
BANK-TXN-00000123,ACCOUNT-000896,ACCOUNT-000899,56800,2026-08-03T23:06:00Z,IMPS,True,ONE_TO_MANY-0025
BANK-TXN-00000124,ACCOUNT-000896,ACCOUNT-000900,41900,2026-08-03T23:09:00Z,RTGS,True,ONE_TO_MANY-0025
BANK-TXN-00000125,ACCOUNT-000896,ACCOUNT-000901,42900,2026-08-03T23:12:00Z,NEFT,True,ONE_TO_MANY-0025
BANK-TXN-00000126,ACCOUNT-000902,ACCOUNT-000903,21800,2026-08-02T23:00:00Z,UPI,True,RAPID_TRANSFER-0026
BANK-TXN-00000127,ACCOUNT-000903,ACCOUNT-000904,600,2026-08-02T23:03:00Z,UPI,True,RAPID_TRANSFER-0026
BANK-TXN-00000128,ACCOUNT-000904,ACCOUNT-000905,162300,2026-08-02T23:06:00Z,NEFT,True,RAPID_TRANSFER-0026
BANK-TXN-00000129,ACCOUNT-000905,ACCOUNT-000906,223500,2026-08-02T23:09:00Z,UPI,True,RAPID_TRANSFER-0026
BANK-TXN-00000130,ACCOUNT-000906,ACCOUNT-000907,13700,2026-08-02T23:12:00Z,UPI,True,RAPID_TRANSFER-0026
BANK-TXN-00000131,ACCOUNT-000908,ACCOUNT-000909,400,2026-08-01T23:00:00Z,NEFT,True,GEOGRAPHICALLY_UNUSUAL-0027
BANK-TXN-00000132,ACCOUNT-000909,ACCOUNT-000910,5800,2026-08-01T23:03:00Z,UPI,True,GEOGRAPHICALLY_UNUSUAL-0027
BANK-TXN-00000133,ACCOUNT-000910,ACCOUNT-000911,34500,2026-08-01T23:06:00Z,IMPS,True,GEOGRAPHICALLY_UNUSUAL-0027
BANK-TXN-00000134,ACCOUNT-000911,ACCOUNT-000912,117200,2026-08-01T23:09:00Z,IMPS,True,GEOGRAPHICALLY_UNUSUAL-0027
BANK-TXN-00000135,ACCOUNT-000912,ACCOUNT-000913,11900,2026-08-01T23:12:00Z,UPI,True,GEOGRAPHICALLY_UNUSUAL-0027
BANK-TXN-00000136,ACCOUNT-000914,ACCOUNT-000915,17100,2026-07-31T23:00:00Z,UPI,True,STRUCTURED_LAYERING-0028
BANK-TXN-00000137,ACCOUNT-000915,ACCOUNT-000916,5200,2026-07-31T23:03:00Z,IMPS,True,STRUCTURED_LAYERING-0028
BANK-TXN-00000138,ACCOUNT-000916,ACCOUNT-000917,62500,2026-07-31T23:06:00Z,IMPS,True,STRUCTURED_LAYERING-0028
BANK-TXN-00000139,ACCOUNT-000917,ACCOUNT-000918,35500,2026-07-31T23:09:00Z,NEFT,True,STRUCTURED_LAYERING-0028
BANK-TXN-00000140,ACCOUNT-000918,ACCOUNT-000919,26500,2026-07-31T23:12:00Z,UPI,True,STRUCTURED_LAYERING-0028
BANK-TXN-00000141,ACCOUNT-CMP-000001,ACCOUNT-000921,31900,2026-07-30T23:00:00Z,UPI,True,MULE_ACCOUNT-0029
BANK-TXN-00000142,ACCOUNT-000921,ACCOUNT-000922,15600,2026-07-30T23:03:00Z,UPI,True,MULE_ACCOUNT-0029
BANK-TXN-00000143,ACCOUNT-000922,ACCOUNT-000923,11400,2026-07-30T23:06:00Z,NEFT,True,MULE_ACCOUNT-0029
BANK-TXN-00000144,ACCOUNT-000923,ACCOUNT-000924,38500,2026-07-30T23:09:00Z,UPI,True,MULE_ACCOUNT-0029
BANK-TXN-00000145,ACCOUNT-000924,ACCOUNT-000925,61900,2026-07-30T23:12:00Z,RTGS,True,MULE_ACCOUNT-0029
BANK-TXN-00000146,ACCOUNT-000926,ACCOUNT-000927,78800,2026-07-29T23:00:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0030
BANK-TXN-00000147,ACCOUNT-000927,ACCOUNT-000928,8100,2026-07-29T23:03:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0030
BANK-TXN-00000148,ACCOUNT-000928,ACCOUNT-000929,8100,2026-07-29T23:06:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0030
BANK-TXN-00000149,ACCOUNT-000929,ACCOUNT-000930,1500,2026-07-29T23:09:00Z,IMPS,True,MULTI_HOP_FUND_FLOW-0030
BANK-TXN-00000150,ACCOUNT-000930,ACCOUNT-000931,3400,2026-07-29T23:12:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0030
BANK-TXN-00000151,ACCOUNT-000933,ACCOUNT-000932,136300,2026-07-28T23:00:00Z,NEFT,True,MANY_TO_ONE-0031
BANK-TXN-00000152,ACCOUNT-000934,ACCOUNT-000932,8700,2026-07-28T23:02:00Z,IMPS,True,MANY_TO_ONE-0031
BANK-TXN-00000153,ACCOUNT-000935,ACCOUNT-000932,2400,2026-07-28T23:04:00Z,IMPS,True,MANY_TO_ONE-0031
BANK-TXN-00000154,ACCOUNT-000936,ACCOUNT-000932,17700,2026-07-28T23:06:00Z,UPI,True,MANY_TO_ONE-0031
BANK-TXN-00000155,ACCOUNT-000937,ACCOUNT-000932,199700,2026-07-28T23:08:00Z,IMPS,True,MANY_TO_ONE-0031
BANK-TXN-00000156,ACCOUNT-000938,ACCOUNT-000939,32800,2026-07-27T23:00:00Z,IMPS,True,ONE_TO_MANY-0032
BANK-TXN-00000157,ACCOUNT-000938,ACCOUNT-000940,217300,2026-07-27T23:03:00Z,UPI,True,ONE_TO_MANY-0032
BANK-TXN-00000158,ACCOUNT-000938,ACCOUNT-000941,66200,2026-07-27T23:06:00Z,NEFT,True,ONE_TO_MANY-0032
BANK-TXN-00000159,ACCOUNT-000938,ACCOUNT-000942,28600,2026-07-27T23:09:00Z,UPI,True,ONE_TO_MANY-0032
BANK-TXN-00000160,ACCOUNT-000938,ACCOUNT-000943,9000,2026-07-27T23:12:00Z,NEFT,True,ONE_TO_MANY-0032
BANK-TXN-00000161,ACCOUNT-000944,ACCOUNT-000945,23900,2026-07-26T23:00:00Z,UPI,True,RAPID_TRANSFER-0033
BANK-TXN-00000162,ACCOUNT-000945,ACCOUNT-000946,45100,2026-07-26T23:03:00Z,NEFT,True,RAPID_TRANSFER-0033
BANK-TXN-00000163,ACCOUNT-000946,ACCOUNT-000947,240700,2026-07-26T23:06:00Z,UPI,True,RAPID_TRANSFER-0033
BANK-TXN-00000164,ACCOUNT-000947,ACCOUNT-000948,26800,2026-07-26T23:09:00Z,IMPS,True,RAPID_TRANSFER-0033
BANK-TXN-00000165,ACCOUNT-000948,ACCOUNT-000949,1900,2026-07-26T23:12:00Z,UPI,True,RAPID_TRANSFER-0033
BANK-TXN-00000166,ACCOUNT-000950,ACCOUNT-000951,133700,2026-07-25T23:00:00Z,IMPS,True,GEOGRAPHICALLY_UNUSUAL-0034
BANK-TXN-00000167,ACCOUNT-000951,ACCOUNT-000952,29000,2026-07-25T23:03:00Z,UPI,True,GEOGRAPHICALLY_UNUSUAL-0034
BANK-TXN-00000168,ACCOUNT-000952,ACCOUNT-000953,15200,2026-07-25T23:06:00Z,RTGS,True,GEOGRAPHICALLY_UNUSUAL-0034
BANK-TXN-00000169,ACCOUNT-000953,ACCOUNT-000954,42800,2026-07-25T23:09:00Z,IMPS,True,GEOGRAPHICALLY_UNUSUAL-0034
BANK-TXN-00000170,ACCOUNT-000954,ACCOUNT-000955,210600,2026-07-25T23:12:00Z,UPI,True,GEOGRAPHICALLY_UNUSUAL-0034
BANK-TXN-00000171,ACCOUNT-000956,ACCOUNT-000957,46600,2026-07-24T23:00:00Z,UPI,True,STRUCTURED_LAYERING-0035
BANK-TXN-00000172,ACCOUNT-000957,ACCOUNT-000958,37000,2026-07-24T23:03:00Z,UPI,True,STRUCTURED_LAYERING-0035
BANK-TXN-00000173,ACCOUNT-000958,ACCOUNT-000959,154200,2026-07-24T23:06:00Z,UPI,True,STRUCTURED_LAYERING-0035
BANK-TXN-00000174,ACCOUNT-000959,ACCOUNT-000960,69800,2026-07-24T23:09:00Z,UPI,True,STRUCTURED_LAYERING-0035
BANK-TXN-00000175,ACCOUNT-000960,ACCOUNT-000961,34400,2026-07-24T23:12:00Z,UPI,True,STRUCTURED_LAYERING-0035
BANK-TXN-00000176,ACCOUNT-CMP-000001,ACCOUNT-000963,85100,2026-07-23T23:00:00Z,NEFT,True,MULE_ACCOUNT-0036
BANK-TXN-00000177,ACCOUNT-000963,ACCOUNT-000964,39600,2026-07-23T23:03:00Z,NEFT,True,MULE_ACCOUNT-0036
BANK-TXN-00000178,ACCOUNT-000964,ACCOUNT-000965,32600,2026-07-23T23:06:00Z,UPI,True,MULE_ACCOUNT-0036
BANK-TXN-00000179,ACCOUNT-000965,ACCOUNT-000966,107100,2026-07-23T23:09:00Z,UPI,True,MULE_ACCOUNT-0036
BANK-TXN-00000180,ACCOUNT-000966,ACCOUNT-000967,90900,2026-07-23T23:12:00Z,IMPS,True,MULE_ACCOUNT-0036
BANK-TXN-00000181,ACCOUNT-000968,ACCOUNT-000969,39200,2026-07-22T23:00:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0037
BANK-TXN-00000182,ACCOUNT-000969,ACCOUNT-000970,17000,2026-07-22T23:03:00Z,UPI,True,MULTI_HOP_FUND_FLOW-0037
BANK-TXN-00000183,ACCOUNT-000970,ACCOUNT-000971,4500,2026-07-22T23:06:00Z,IMPS,True,MULTI_HOP_FUND_FLOW-0037
